EW_JAMMER_BW_AREA_SELECTION,LINK_LENGTH_METERS,relay_connectivity_config,capacity_requirement,logging_enabled,csv_output_enabled,EW_JAMMER_ACTUAL_BW_AREA,all_drones_passed_ew_x,final_step,num_initial_susceptible_links,num_disconnected_susceptible_links,r1_theoretical_m,r2_theoretical_m,rs1_theoretical_m,rs2_theoretical_m,ra1_theoretical_m,ra2_theoretical_m,r1_bpsk_m,r2_bpsk_m,rs1_bpsk_m,rs2_bpsk_m,ra1_bpsk_m,ra2_bpsk_m,r1_qpsk_m,r2_qpsk_m,rs1_qpsk_m,rs2_qpsk_m,ra1_qpsk_m,ra2_qpsk_m,r1_16qam_m,r2_16qam_m,rs1_16qam_m,rs2_16qam_m,ra1_16qam_m,ra2_16qam_m,r1_64qam_m,r2_64qam_m,rs1_64qam_m,rs2_64qam_m,ra1_64qam_m,ra2_64qam_m
1,100,MINIMAL,972881,False,False,1,False,1531,3,2,190.0,140.0,190.0,140.0,nan,nan,710.0,530.0,710.0,710.0,530.0,530.0,950.0,770.0,950.0,950.0,770.0,770.0,1970.0,1770.0,1970.0,1950.0,1770.0,1770.0,3840.0,3580.0,3840.0,3760.0,3580.0,3580.0
1,100,MINIMAL,1056779,False,False,1,False,1531,3,2,200.0,150.0,200.0,150.0,nan,nan,750.0,560.0,750.0,740.0,560.0,560.0,990.0,810.0,990.0,990.0,810.0,810.0,2050.0,1850.0,2050.0,2030.0,1850.0,1850.0,4000.0,3740.0,4000.0,3920.0,3740.0,3740.0
1,100,MINIMAL,1140677,False,False,1,False,1531,3,3,210.0,0.0,210.0,160.0,0.0,0.0,770.0,590.0,770.0,760.0,590.0,590.0,1030.0,850.0,1030.0,1020.0,850.0,850.0,2130.0,1930.0,2130.0,2100.0,1930.0,1930.0,4160.0,3890.0,4160.0,4070.0,3890.0,3890.0
1,100,MINIMAL,1224576,False,False,1,False,1531,3,3,210.0,10.0,210.0,160.0,10.0,10.0,800.0,620.0,800.0,790.0,620.0,620.0,1060.0,880.0,1060.0,1060.0,880.0,880.0,2210.0,2000.0,2210.0,2180.0,2000.0,2000.0,4310.0,4040.0,4310.0,4210.0,4040.0,4040.0
1,100,MINIMAL,1308474,False,False,1,False,1531,3,3,220.0,10.0,220.0,170.0,10.0,10.0,830.0,640.0,830.0,820.0,640.0,640.0,1100.0,920.0,1100.0,1090.0,920.0,920.0,2290.0,2070.0,2290.0,2250.0,2070.0,2070.0,4450.0,4180.0,4450.0,4350.0,4180.0,4180.0
1,100,MINIMAL,1392372,False,False,1,False,1531,3,3,230.0,20.0,230.0,180.0,20.0,20.0,860.0,670.0,860.0,840.0,670.0,670.0,1140.0,950.0,1140.0,1130.0,950.0,950.0,2360.0,2140.0,2360.0,2320.0,2140.0,2140.0,4600.0,4310.0,4600.0,4490.0,4310.0,4310.0
1,100,MINIMAL,1476271,False,False,1,False,1531,3,3,240.0,20.0,240.0,180.0,20.0,20.0,880.0,690.0,880.0,860.0,690.0,690.0,1170.0,980.0,1170.0,1160.0,980.0,980.0,2430.0,2210.0,2430.0,2390.0,2210.0,2210.0,4730.0,4450.0,4730.0,4620.0,4450.0,4450.0
1,100,MINIMAL,1560169,False,False,1,False,1531,3,3,240.0,30.0,240.0,190.0,30.0,30.0,910.0,710.0,910.0,890.0,710.0,710.0,1200.0,1020.0,1200.0,1190.0,1020.0,1020.0,2500.0,2280.0,2500.0,2460.0,2280.0,2280.0,4870.0,4570.0,4870.0,4750.0,4570.0,4570.0
1,100,MINIMAL,1644067,False,False,1,False,1531,3,3,250.0,30.0,250.0,190.0,30.0,30.0,930.0,740.0,930.0,910.0,740.0,740.0,1230.0,1050.0,1230.0,1220.0,1050.0,1050.0,2560.0,2340.0,2560.0,2520.0,2340.0,2340.0,5000.0,4700.0,5000.0,4880.0,4700.0,4700.0
1,100,MINIMAL,1727966,False,False,1,False,1531,3,3,260.0,40.0,260.0,200.0,40.0,40.0,950.0,760.0,950.0,930.0,760.0,760.0,1270.0,1080.0,1270.0,1250.0,1080.0,1080.0,2630.0,2400.0,2630.0,2580.0,2400.0,2400.0,5120.0,4820.0,5120.0,5000.0,4820.0,4820.0
1,100,MINIMAL,1811864,False,False,1,False,1531,3,3,260.0,40.0,260.0,200.0,40.0,40.0,980.0,780.0,980.0,950.0,780.0,780.0,1300.0,1110.0,1300.0,1280.0,1110.0,1110.0,2690.0,2470.0,2690.0,2640.0,2470.0,2470.0,5240.0,4940.0,5240.0,5120.0,4940.0,4940.0
1,100,MINIMAL,1895762,False,False,1,False,1531,3,3,270.0,40.0,270.0,210.0,40.0,40.0,1000.0,800.0,1000.0,980.0,800.0,800.0,1330.0,1130.0,1330.0,1310.0,1130.0,1130.0,2750.0,2530.0,2750.0,2700.0,2530.0,2530.0,5370.0,5060.0,5370.0,5240.0,5060.0,5060.0
1,100,MINIMAL,1979661,False,False,1,False,1531,3,3,270.0,50.0,270.0,210.0,50.0,50.0,1020.0,820.0,1020.0,1000.0,820.0,820.0,1350.0,1160.0,1350.0,1340.0,1160.0,1160.0,2810.0,2580.0,2810.0,2760.0,2580.0,2580.0,5480.0,5170.0,5480.0,5350.0,5170.0,5170.0
1,100,MINIMAL,2063559,False,False,1,False,1531,3,3,280.0,50.0,280.0,220.0,50.0,50.0,1040.0,840.0,1040.0,1020.0,840.0,840.0,1380.0,1190.0,1380.0,1370.0,1190.0,1190.0,2870.0,2640.0,2870.0,2820.0,2640.0,2640.0,5600.0,5280.0,5600.0,5460.0,5280.0,5280.0
1,100,MINIMAL,2147457,False,False,1,False,1531,3,3,290.0,60.0,290.0,220.0,60.0,60.0,1060.0,860.0,1060.0,1040.0,860.0,860.0,1410.0,1220.0,1410.0,1390.0,1220.0,1220.0,2930.0,2700.0,2930.0,2870.0,2700.0,2700.0,5710.0,5390.0,5710.0,5570.0,5390.0,5390.0
1,100,MINIMAL,2231355,False,False,1,False,1531,3,3,290.0,60.0,290.0,220.0,60.0,60.0,1090.0,880.0,1090.0,1060.0,880.0,880.0,1440.0,1240.0,1440.0,1420.0,1240.0,1240.0,2990.0,2750.0,2990.0,2930.0,2750.0,2750.0,5820.0,5500.0,5820.0,5680.0,5500.0,5500.0
1,100,MINIMAL,2315254,False,False,1,False,1531,3,3,300.0,60.0,300.0,230.0,60.0,60.0,1110.0,900.0,1110.0,1080.0,900.0,900.0,1470.0,1270.0,1470.0,1450.0,1270.0,1270.0,3040.0,2810.0,3040.0,2980.0,2810.0,2810.0,5930.0,5610.0,5930.0,5780.0,5610.0,5610.0
1,100,MINIMAL,2399152,False,False,1,False,1531,3,3,300.0,70.0,300.0,230.0,70.0,70.0,1130.0,920.0,1130.0,1090.0,920.0,920.0,1490.0,1290.0,1490.0,1470.0,1290.0,1290.0,3100.0,2860.0,3100.0,3040.0,2860.0,2860.0,6040.0,5710.0,6040.0,5890.0,5710.0,5710.0
1,100,MINIMAL,2483050,False,False,1,False,1531,3,3,310.0,70.0,310.0,240.0,70.0,70.0,1150.0,940.0,1150.0,1110.0,940.0,940.0,1520.0,1320.0,1520.0,1500.0,1320.0,1320.0,3150.0,2910.0,3150.0,3090.0,2910.0,2910.0,6140.0,5810.0,6140.0,5990.0,5810.0,5810.0
1,100,MINIMAL,2566949,False,False,1,False,1531,3,3,310.0,80.0,310.0,240.0,80.0,80.0,1160.0,950.0,1160.0,1130.0,950.0,950.0,1540.0,1340.0,1540.0,1520.0,1340.0,1340.0,3210.0,2960.0,3210.0,3140.0,2960.0,2960.0,6250.0,5910.0,6250.0,6090.0,5910.0,5910.0
1,100,MINIMAL,2650847,False,False,1,False,1531,3,3,320.0,80.0,320.0,240.0,80.0,80.0,1180.0,970.0,1180.0,1150.0,970.0,970.0,1570.0,1370.0,1570.0,1540.0,1370.0,1370.0,3260.0,3010.0,3260.0,3190.0,3010.0,3010.0,6350.0,6010.0,6350.0,6190.0,6010.0,6010.0
1,100,MINIMAL,2734745,False,False,1,False,1531,3,3,320.0,80.0,320.0,250.0,80.0,80.0,1200.0,990.0,1200.0,1170.0,990.0,990.0,1590.0,1390.0,1590.0,1570.0,1390.0,1390.0,3310.0,3060.0,3310.0,3240.0,3060.0,3060.0,6450.0,6110.0,6450.0,6290.0,6110.0,6110.0
1,100,MINIMAL,2818644,False,False,1,False,1531,3,3,330.0,90.0,330.0,250.0,90.0,90.0,1220.0,1010.0,1220.0,1180.0,1010.0,1010.0,1620.0,1410.0,1620.0,1590.0,1410.0,1410.0,3360.0,3110.0,3360.0,3290.0,3110.0,3110.0,6550.0,6200.0,6550.0,6380.0,6200.0,6200.0
1,100,MINIMAL,2902542,False,False,1,False,1531,3,3,330.0,90.0,330.0,260.0,90.0,90.0,1240.0,1020.0,1240.0,1200.0,1020.0,1020.0,1640.0,1440.0,1640.0,1610.0,1440.0,1440.0,3410.0,3160.0,3410.0,3340.0,3160.0,3160.0,6650.0,6300.0,6650.0,6480.0,6300.0,6300.0
1,100,MINIMAL,2986440,False,False,1,False,1531,3,3,340.0,90.0,340.0,260.0,90.0,90.0,1260.0,1040.0,1260.0,1220.0,1040.0,1040.0,1660.0,1460.0,1660.0,1640.0,1460.0,1460.0,3460.0,3210.0,3460.0,3380.0,3210.0,3210.0,6740.0,6390.0,6740.0,6570.0,6390.0,6390.0
1,100,MINIMAL,3070338,False,False,1,False,1531,3,3,340.0,100.0,340.0,260.0,100.0,100.0,1270.0,1060.0,1270.0,1230.0,1060.0,1060.0,1690.0,1480.0,1690.0,1660.0,1480.0,1480.0,3510.0,3250.0,3510.0,3430.0,3250.0,3250.0,6840.0,6480.0,6840.0,6660.0,6480.0,6480.0
1,100,MINIMAL,3154237,False,False,1,False,1531,3,3,350.0,100.0,350.0,270.0,100.0,100.0,1290.0,1070.0,1290.0,1250.0,1070.0,1070.0,1710.0,1500.0,1710.0,1680.0,1500.0,1500.0,3560.0,3300.0,3560.0,3480.0,3300.0,3300.0,6930.0,6570.0,6930.0,6750.0,6570.0,6570.0
1,100,MINIMAL,3238135,False,False,1,False,1531,3,3,350.0,100.0,350.0,270.0,100.0,100.0,1310.0,1090.0,1310.0,1270.0,1090.0,1090.0,1730.0,1530.0,1730.0,1700.0,1530.0,1530.0,3600.0,3340.0,3600.0,3520.0,3340.0,3340.0,7020.0,6660.0,7020.0,6840.0,6660.0,6660.0
1,100,MINIMAL,3322033,False,False,1,False,1531,3,3,360.0,110.0,360.0,270.0,110.0,110.0,1330.0,1110.0,1330.0,1280.0,1110.0,1110.0,1760.0,1550.0,1760.0,1720.0,1550.0,1550.0,3650.0,3390.0,3650.0,3570.0,3390.0,3390.0,7110.0,6750.0,7110.0,6930.0,6750.0,6750.0
1,100,MINIMAL,3405932,False,False,1,False,1531,3,3,360.0,110.0,360.0,280.0,110.0,110.0,1340.0,1120.0,1340.0,1300.0,1120.0,1120.0,1780.0,1570.0,1780.0,1750.0,1570.0,1570.0,3690.0,3430.0,3690.0,3610.0,3430.0,3430.0,7200.0,6840.0,7200.0,7010.0,6840.0,6840.0
1,100,MINIMAL,3489830,False,False,1,False,1531,3,3,370.0,110.0,370.0,280.0,110.0,110.0,1360.0,1140.0,1360.0,1310.0,1140.0,1140.0,1800.0,1590.0,1800.0,1770.0,1590.0,1590.0,3740.0,3480.0,3740.0,3660.0,3480.0,3480.0,7290.0,6920.0,7290.0,7100.0,6920.0,6920.0
1,100,MINIMAL,3573728,False,False,1,False,1531,3,3,370.0,120.0,370.0,280.0,120.0,120.0,1380.0,1150.0,1380.0,1330.0,1150.0,1150.0,1820.0,1610.0,1820.0,1790.0,1610.0,1610.0,3780.0,3520.0,3780.0,3700.0,3520.0,3520.0,7380.0,7010.0,7380.0,7190.0,7010.0,7010.0
1,100,MINIMAL,3657627,False,False,1,False,1531,3,3,370.0,120.0,370.0,290.0,120.0,120.0,1390.0,1170.0,1390.0,1340.0,1170.0,1170.0,1840.0,1630.0,1840.0,1810.0,1630.0,1630.0,3830.0,3560.0,3830.0,3740.0,3560.0,3560.0,7470.0,7090.0,7470.0,7270.0,7090.0,7090.0
1,100,MINIMAL,3741525,False,False,1,False,1531,3,3,380.0,120.0,380.0,290.0,120.0,120.0,1410.0,1180.0,1410.0,1360.0,1180.0,1180.0,1860.0,1650.0,1860.0,1830.0,1650.0,1650.0,3870.0,3610.0,3870.0,3780.0,3610.0,3610.0,7550.0,7170.0,7550.0,7350.0,7170.0,7170.0
1,100,MINIMAL,3825423,False,False,1,False,1531,3,3,380.0,130.0,380.0,290.0,130.0,130.0,1420.0,1200.0,1420.0,1370.0,1200.0,1200.0,1890.0,1670.0,1890.0,1850.0,1670.0,1670.0,3920.0,3650.0,3920.0,3830.0,3650.0,3650.0,7640.0,7260.0,7640.0,7430.0,7260.0,7260.0
1,100,MINIMAL,3909322,False,False,1,False,1531,3,3,390.0,130.0,390.0,300.0,130.0,130.0,1440.0,1210.0,1440.0,1390.0,1210.0,1210.0,1910.0,1690.0,1910.0,1870.0,1690.0,1690.0,3960.0,3690.0,3960.0,3870.0,3690.0,3690.0,7720.0,7340.0,7720.0,7520.0,7340.0,7340.0
1,100,MINIMAL,3993220,False,False,1,False,1531,3,3,390.0,130.0,390.0,300.0,130.0,130.0,1450.0,1230.0,1450.0,1400.0,1230.0,1230.0,1930.0,1710.0,1930.0,1890.0,1710.0,1710.0,4000.0,3730.0,4000.0,3910.0,3730.0,3730.0,7800.0,7420.0,7800.0,7600.0,7420.0,7420.0
1,100,MINIMAL,4077118,False,False,1,False,1531,3,3,400.0,130.0,400.0,300.0,130.0,130.0,1470.0,1240.0,1470.0,1420.0,1240.0,1240.0,1950.0,1730.0,1950.0,1910.0,1730.0,1730.0,4040.0,3770.0,4040.0,3950.0,3770.0,3770.0,7890.0,7500.0,7890.0,7680.0,7500.0,7500.0
1,100,MINIMAL,4161016,False,False,1,False,1531,3,3,400.0,140.0,400.0,310.0,140.0,140.0,1480.0,1250.0,1480.0,1430.0,1250.0,1250.0,1970.0,1750.0,1970.0,1930.0,1750.0,1750.0,4080.0,3810.0,4080.0,3990.0,3810.0,3810.0,7970.0,7580.0,7970.0,7750.0,7580.0,7580.0
1,100,MINIMAL,4244915,False,False,1,False,1531,3,3,400.0,140.0,400.0,310.0,140.0,140.0,1500.0,1270.0,1500.0,1440.0,1270.0,1270.0,1990.0,1770.0,1990.0,1940.0,1770.0,1770.0,4130.0,3850.0,4130.0,4030.0,3850.0,3850.0,8050.0,7650.0,8050.0,7830.0,7650.0,7650.0
1,100,MINIMAL,4328813,False,False,1,False,1531,3,3,410.0,140.0,410.0,310.0,140.0,140.0,1510.0,1280.0,1510.0,1460.0,1280.0,1280.0,2010.0,1790.0,2010.0,1960.0,1790.0,1790.0,4170.0,3890.0,4170.0,4070.0,3890.0,3890.0,8130.0,7730.0,8130.0,7910.0,7730.0,7730.0
1,100,MINIMAL,4412711,False,False,1,False,1531,3,3,410.0,150.0,410.0,310.0,150.0,150.0,1530.0,1300.0,1530.0,1470.0,1300.0,1300.0,2030.0,1800.0,2030.0,1980.0,1800.0,1800.0,4210.0,3930.0,4210.0,4110.0,3930.0,3930.0,8210.0,7810.0,8210.0,7990.0,7810.0,7810.0
1,100,MINIMAL,4496610,False,False,1,False,1531,3,3,420.0,150.0,420.0,320.0,150.0,150.0,1540.0,1310.0,1540.0,1490.0,1310.0,1310.0,2040.0,1820.0,2040.0,2000.0,1820.0,1820.0,4250.0,3970.0,4250.0,4150.0,3970.0,3970.0,8290.0,7880.0,8290.0,8060.0,7880.0,7880.0
1,100,MINIMAL,4580508,False,False,1,False,1531,3,3,420.0,150.0,420.0,320.0,150.0,150.0,1560.0,1320.0,1560.0,1500.0,1320.0,1320.0,2060.0,1840.0,2060.0,2020.0,1840.0,1840.0,4290.0,4010.0,4290.0,4180.0,4010.0,4010.0,8360.0,7960.0,8360.0,8140.0,7960.0,7960.0
1,100,MINIMAL,4664406,False,False,1,False,1531,3,3,420.0,150.0,420.0,320.0,150.0,150.0,1570.0,1340.0,1570.0,1510.0,1340.0,1340.0,2080.0,1860.0,2080.0,2040.0,1860.0,1860.0,4330.0,4040.0,4330.0,4220.0,4040.0,4040.0,8440.0,8030.0,8440.0,8210.0,8030.0,8030.0
1,100,MINIMAL,4748305,False,False,1,False,1531,3,3,430.0,160.0,430.0,330.0,160.0,160.0,1590.0,1350.0,1590.0,1530.0,1350.0,1350.0,2100.0,1880.0,2100.0,2060.0,1880.0,1880.0,4360.0,4080.0,4360.0,4260.0,4080.0,4080.0,8520.0,8110.0,8520.0,8280.0,8110.0,8110.0
1,100,MINIMAL,4832203,False,False,1,False,1531,3,3,430.0,160.0,430.0,330.0,160.0,160.0,1600.0,1360.0,1600.0,1540.0,1360.0,1360.0,2120.0,1900.0,2120.0,2070.0,1900.0,1900.0,4400.0,4120.0,4400.0,4300.0,4120.0,4120.0,8590.0,8180.0,8590.0,8360.0,8180.0,8180.0
1,100,MINIMAL,4916101,False,False,1,False,1531,3,3,440.0,160.0,440.0,330.0,160.0,160.0,1610.0,1380.0,1610.0,1550.0,1380.0,1380.0,2140.0,1910.0,2140.0,2090.0,1910.0,1910.0,4440.0,4150.0,4440.0,4330.0,4150.0,4150.0,8670.0,8250.0,8670.0,8430.0,8250.0,8250.0
1,100,MINIMAL,5000000,False,False,1,False,1531,3,3,440.0,160.0,440.0,330.0,160.0,160.0,1630.0,1390.0,1630.0,1560.0,1390.0,1390.0,2160.0,1930.0,2160.0,2110.0,1930.0,1930.0,4480.0,4190.0,4480.0,4370.0,4190.0,4190.0,8740.0,8320.0,8740.0,8500.0,8320.0,8320.0
1,100,CROSS_ROW,50000,False,False,1,False,1531,3,1,40.0,40.0,nan,nan,nan,nan,160.0,0.0,160.0,160.0,0.0,0.0,220.0,60.0,220.0,220.0,60.0,60.0,450.0,280.0,450.0,450.0,280.0,280.0,870.0,680.0,850.0,850.0,680.0,680.0
1,100,CROSS_ROW,133898,False,False,1,False,1531,3,1,70.0,70.0,nan,nan,nan,nan,260.0,100.0,260.0,260.0,100.0,100.0,350.0,190.0,350.0,350.0,190.0,190.0,730.0,550.0,720.0,720.0,550.0,550.0,1420.0,1200.0,1380.0,1380.0,1200.0,1200.0
1,100,CROSS_ROW,217796,False,False,1,False,1531,3,1,90.0,90.0,nan,nan,nan,nan,340.0,160.0,330.0,330.0,160.0,160.0,450.0,280.0,450.0,450.0,280.0,280.0,930.0,740.0,910.0,910.0,740.0,740.0,1810.0,1570.0,1750.0,1750.0,1570.0,1570.0
1,100,CROSS_ROW,301694,False,False,1,False,1531,3,1,100.0,100.0,nan,nan,nan,nan,400.0,220.0,390.0,390.0,220.0,220.0,530.0,350.0,520.0,520.0,350.0,350.0,1100.0,890.0,1070.0,1070.0,890.0,890.0,2130.0,1870.0,2050.0,2050.0,1870.0,1870.0
1,100,CROSS_ROW,385593,False,False,1,False,1531,3,1,120.0,120.0,nan,nan,nan,nan,450.0,260.0,440.0,440.0,260.0,260.0,590.0,420.0,590.0,590.0,420.0,420.0,1240.0,1030.0,1200.0,1200.0,1030.0,1030.0,2410.0,2140.0,2310.0,2310.0,2140.0,2140.0
1,100,CROSS_ROW,469491,False,False,1,False,1531,3,1,130.0,130.0,nan,nan,nan,nan,500.0,310.0,480.0,480.0,310.0,310.0,660.0,470.0,650.0,650.0,470.0,470.0,1370.0,1150.0,1320.0,1320.0,1150.0,1150.0,2660.0,2370.0,2550.0,2550.0,2370.0,2370.0
1,100,CROSS_ROW,553389,False,False,1,False,1531,3,1,140.0,140.0,nan,nan,nan,nan,540.0,350.0,520.0,520.0,350.0,350.0,710.0,530.0,700.0,700.0,530.0,530.0,1490.0,1260.0,1440.0,1440.0,1260.0,1260.0,2890.0,2590.0,2770.0,2770.0,2590.0,2590.0
1,100,CROSS_ROW,637288,False,False,1,False,1531,3,1,150.0,150.0,nan,nan,nan,nan,580.0,380.0,550.0,550.0,380.0,380.0,770.0,570.0,750.0,750.0,570.0,570.0,1590.0,1360.0,1540.0,1540.0,1360.0,1360.0,3110.0,2790.0,2970.0,2970.0,2790.0,2790.0
1,100,CROSS_ROW,721186,False,False,1,False,1531,3,1,160.0,160.0,nan,nan,nan,nan,610.0,410.0,590.0,590.0,410.0,410.0,820.0,620.0,800.0,800.0,620.0,620.0,1700.0,1460.0,1630.0,1630.0,1460.0,1460.0,3300.0,2980.0,3150.0,3150.0,2980.0,2980.0
1,100,CROSS_ROW,805084,False,False,1,False,1531,3,1,170.0,170.0,nan,nan,nan,nan,650.0,450.0,620.0,620.0,450.0,450.0,860.0,660.0,840.0,840.0,660.0,660.0,1790.0,1550.0,1720.0,1720.0,1550.0,1550.0,3490.0,3150.0,3330.0,3330.0,3150.0,3150.0
1,100,CROSS_ROW,888983,False,False,1,False,1531,3,2,180.0,60.0,60.0,60.0,nan,nan,680.0,480.0,650.0,650.0,480.0,480.0,910.0,700.0,880.0,880.0,700.0,700.0,1880.0,1630.0,1810.0,1810.0,1630.0,1630.0,3670.0,3320.0,3500.0,3500.0,3320.0,3320.0
1,100,CROSS_ROW,972881,False,False,1,False,1531,3,2,190.0,70.0,70.0,70.0,nan,nan,710.0,500.0,680.0,680.0,500.0,500.0,950.0,740.0,920.0,920.0,740.0,740.0,1970.0,1710.0,1890.0,1890.0,1710.0,1710.0,3840.0,3480.0,3660.0,3660.0,3480.0,3480.0
1,100,CROSS_ROW,1056779,False,False,1,False,1531,3,2,200.0,80.0,80.0,80.0,nan,nan,750.0,530.0,710.0,710.0,530.0,530.0,990.0,780.0,960.0,960.0,780.0,780.0,2050.0,1790.0,1970.0,1970.0,1790.0,1790.0,4000.0,3630.0,3810.0,3810.0,3630.0,3630.0
1,100,CROSS_ROW,1140677,False,False,1,False,1531,3,2,210.0,90.0,90.0,90.0,nan,nan,770.0,560.0,730.0,730.0,560.0,560.0,1030.0,820.0,990.0,990.0,820.0,820.0,2130.0,1870.0,2050.0,2050.0,1870.0,1870.0,4160.0,3780.0,3960.0,3960.0,3780.0,3780.0
1,100,CROSS_ROW,1224576,False,False,1,False,1531,3,2,210.0,100.0,100.0,100.0,nan,nan,800.0,580.0,760.0,760.0,580.0,580.0,1060.0,850.0,1030.0,1030.0,850.0,850.0,2210.0,1940.0,2120.0,2120.0,1940.0,1940.0,4310.0,3920.0,4100.0,4100.0,3920.0,3920.0
1,100,CROSS_ROW,1308474,False,False,1,False,1531,3,2,220.0,100.0,100.0,100.0,nan,nan,830.0,610.0,780.0,780.0,610.0,610.0,1100.0,880.0,1060.0,1060.0,880.0,880.0,2290.0,2010.0,2190.0,2190.0,2010.0,2010.0,4450.0,4060.0,4240.0,4240.0,4060.0,4060.0
1,100,CROSS_ROW,1392372,False,False,1,False,1531,3,2,230.0,110.0,110.0,110.0,nan,nan,860.0,630.0,810.0,810.0,630.0,630.0,1140.0,920.0,1090.0,1090.0,920.0,920.0,2360.0,2080.0,2260.0,2260.0,2080.0,2080.0,4600.0,4190.0,4370.0,4370.0,4190.0,4190.0
1,100,CROSS_ROW,1476271,False,False,1,False,1531,3,2,240.0,120.0,120.0,120.0,nan,nan,880.0,650.0,830.0,830.0,650.0,650.0,1170.0,950.0,1120.0,1120.0,950.0,950.0,2430.0,2150.0,2320.0,2320.0,2150.0,2150.0,4730.0,4320.0,4500.0,4500.0,4320.0,4320.0
