Parameter,Value
network_capacity_type,MEDIUM
LINK_LENGTH_METERS,250.0
relay_connectivity_config,MINIMAL
ew_location,"(10000.0, 0.0)"
ew_power_W,100.0
BANDWIDTH_MHZ_RANGE,"(400, 1200)"
EW_JAMMER_BW_AREA_SELECTION,random
start_point,"(0.0, 0.0)"
end_point,"(10000.0, 0.0)"
step_size_m,10.0
max_steps,1000
logging_enabled,True
csv_output_enabled,True
csv_filename,swarm_simulation_log_v3.csv
EW_JAMMER_ACTUAL_BW_AREA,2

step,leader_pos_x,leader_pos_y,connected_drones_count,edge_u,edge_v,is_active,current_capacity,required_safety_capacity,bw_area,is_ew_susceptible
10,100.0,0.0,13,M1,R3,True,6768677.673822663,1000000.0,4,False
10,100.0,0.0,13,M1,R4,True,7043863.120225582,1000000.0,3,False
10,100.0,0.0,13,R1,S1,True,4554123.940012684,500000.0,2,True
10,100.0,0.0,13,R1,S2,True,7043863.120225582,500000.0,3,False
10,100.0,0.0,13,R2,S3,True,7830535.74603555,500000.0,1,False
10,100.0,0.0,13,R2,S4,True,6768677.67382266,500000.0,4,False
10,100.0,0.0,13,R3,A1,True,4649584.007130367,500000.0,2,True
10,100.0,0.0,13,R3,A2,True,7043863.120225582,500000.0,3,False
10,100.0,0.0,13,R4,A3,True,7830535.74603555,500000.0,1,False
10,100.0,0.0,13,R4,A4,True,6768677.67382266,500000.0,4,False
11,110.0,0.0,13,M1,R1,True,7830535.74603555,1000000.0,1,False
11,110.0,0.0,13,M1,R2,True,4584793.8776083,1000000.0,2,True
11,110.0,0.0,13,M1,R3,True,6768677.673822663,1000000.0,4,False
11,110.0,0.0,13,M1,R4,True,7043863.120225582,1000000.0,3,False
11,110.0,0.0,13,R1,S1,True,4552648.995937827,500000.0,2,True
11,110.0,0.0,13,R1,S2,True,7043863.120225582,500000.0,3,False
11,110.0,0.0,13,R2,S3,True,7830535.74603555,500000.0,1,False
11,110.0,0.0,13,R2,S4,True,6768677.67382266,500000.0,4,False
11,110.0,0.0,13,R3,A1,True,4648209.187527292,500000.0,2,True
11,110.0,0.0,13,R3,A2,True,7043863.120225582,500000.0,3,False
11,110.0,0.0,13,R4,A3,True,7830535.74603555,500000.0,1,False
11,110.0,0.0,13,R4,A4,True,6768677.67382266,500000.0,4,False
12,120.0,0.0,13,M1,R1,True,7830535.74603555,1000000.0,1,False
12,120.0,0.0,13,M1,R2,True,4583351.306287453,1000000.0,2,True
12,120.0,0.0,13,M1,R3,True,6768677.673822663,1000000.0,4,False
12,120.0,0.0,13,M1,R4,True,7043863.120225582,1000000.0,3,False
12,120.0,0.0,13,R1,S1,True,4551172.455795699,500000.0,2,True
12,120.0,0.0,13,R1,S2,True,7043863.120225582,500000.0,3,False
12,120.0,0.0,13,R2,S3,True,7830535.74603555,500000.0,1,False
12,120.0,0.0,13,R2,S4,True,6768677.67382266,500000.0,4,False
12,120.0,0.0,13,R3,A1,True,4646832.969304888,500000.0,2,True
12,120.0,0.0,13,R3,A2,True,7043863.120225582,500000.0,3,False
12,120.0,0.0,13,R4,A3,True,7830535.74603555,500000.0,1,False
12,120.0,0.0,13,R4,A4,True,6768677.67382266,500000.0,4,False
13,130.0,0.0,13,M1,R1,True,7830535.74603555,1000000.0,1,False
13,130.0,0.0,13,M1,R2,True,4581907.203197828,1000000.0,2,True
13,130.0,0.0,13,M1,R3,True,6768677.673822663,1000000.0,4,False
13,130.0,0.0,13,M1,R4,True,7043863.120225582,1000000.0,3,False
13,130.0,0.0,13,R1,S1,True,4549694.316328654,500000.0,2,True
13,130.0,0.0,13,R1,S2,True,7043863.120225582,500000.0,3,False
13,130.0,0.0,13,R2,S3,True,7830535.74603555,500000.0,1,False
13,130.0,0.0,13,R2,S4,True,6768677.67382266,500000.0,4,False
13,130.0,0.0,13,R3,A1,True,4645455.349798752,500000.0,2,True
13,130.0,0.0,13,R3,A2,True,7043863.120225582,500000.0,3,False
13,130.0,0.0,13,R4,A3,True,7830535.74603555,500000.0,1,False
13,130.0,0.0,13,R4,A4,True,6768677.67382266,500000.0,4,False
14,140.0,0.0,13,M1,R1,True,7830535.74603555,1000000.0,1,False
14,140.0,0.0,13,M1,R2,True,4580461.565276207,1000000.0,2,True
14,140.0,0.0,13,M1,R3,True,6768677.673822663,1000000.0,4,False
14,140.0,0.0,13,M1,R4,True,7043863.120225582,1000000.0,3,False
14,140.0,0.0,13,R1,S1,True,4548214.574268927,500000.0,2,True
14,140.0,0.0,13,R1,S2,True,7043863.120225582,500000.0,3,False
14,140.0,0.0,13,R2,S3,True,7830535.74603555,500000.0,1,False
14,140.0,0.0,13,R2,S4,True,6768677.67382266,500000.0,4,False
14,140.0,0.0,13,R3,A1,True,4644076.326336733,500000.0,2,True
14,140.0,0.0,13,R3,A2,True,7043863.120225582,500000.0,3,False
14,140.0,0.0,13,R4,A3,True,7830535.74603555,500000.0,1,False
14,140.0,0.0,13,R4,A4,True,6768677.67382266,500000.0,4,False
15,150.0,0.0,13,M1,R1,True,7830535.74603555,1000000.0,1,False
15,150.0,0.0,13,M1,R2,True,4579014.38945005,1000000.0,2,True
15,150.0,0.0,13,M1,R3,True,6768677.673822663,1000000.0,4,False
15,150.0,0.0,13,M1,R4,True,7043863.120225582,1000000.0,3,False
15,150.0,0.0,13,R1,S1,True,4546733.226338602,500000.0,2,True
15,150.0,0.0,13,R1,S2,True,7043863.120225582,500000.0,3,False
15,150.0,0.0,13,R2,S3,True,7830535.74603555,500000.0,1,False
15,150.0,0.0,13,R2,S4,True,6768677.67382266,500000.0,4,False
15,150.0,0.0,13,R3,A1,True,4642695.89623892,500000.0,2,True
15,150.0,0.0,13,R3,A2,True,7043863.120225582,500000.0,3,False
15,150.0,0.0,13,R4,A3,True,7830535.74603555,500000.0,1,False
15,150.0,0.0,13,R4,A4,True,6768677.67382266,500000.0,4,False
