Parameter,Value
network_capacity_type,MEDIUM
LINK_LENGTH_METERS,250.0
relay_connectivity_config,ALL_CONNECT
ew_location,"(10000.0, 0.0)"
ew_power_W,100.0
BANDWIDTH_MHZ_RANGE,"(400, 1200)"
EW_JAMMER_BW_AREA_SELECTION,random
start_point,"(0.0, 0.0)"
end_point,"(10000.0, 0.0)"
step_size_m,10.0
max_steps,1000
logging_enabled,True
csv_output_enabled,True
csv_filename,swarm_simulation_log_v4.csv
EW_JAMMER_ACTUAL_BW_AREA,2

step,leader_pos_x,leader_pos_y,connected_drones_count,edge_u,edge_v,is_active,current_capacity,required_safety_capacity,bw_area,is_ew_susceptible
101,1010.0,0.0,13,S1,R1,True,4460422.837364325,375000.0,2,True
101,1010.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
101,1010.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
101,1010.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
101,1010.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
101,1010.0,0.0,13,R2,M1,True,4477974.77911169,1000000.0,2,True
101,1010.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
101,1010.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
101,1010.0,0.0,13,R3,A1,True,4531619.409248959,375000.0,2,True
101,1010.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
101,1010.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
101,1010.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
101,1010.0,0.0,13,R1,R3,True,4656875.935144764,500000.0,2,True
101,1010.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
101,1010.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
101,1010.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
102,1020.0,0.0,13,S1,R1,True,4458802.160328685,375000.0,2,True
102,1020.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
102,1020.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
102,1020.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
102,1020.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
102,1020.0,0.0,13,R2,M1,True,4476373.19478654,1000000.0,2,True
102,1020.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
102,1020.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
102,1020.0,0.0,13,R3,A1,True,4530077.302937069,375000.0,2,True
102,1020.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
102,1020.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
102,1020.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
102,1020.0,0.0,13,R1,R3,True,4655294.312123808,500000.0,2,True
102,1020.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
102,1020.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
102,1020.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
103,1030.0,0.0,13,S1,R1,True,4457179.662572348,375000.0,2,True
103,1030.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
103,1030.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
103,1030.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
103,1030.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
103,1030.0,0.0,13,R2,M1,True,4474769.831112989,1000000.0,2,True
103,1030.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
103,1030.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
103,1030.0,0.0,13,R3,A1,True,4528533.548741711,375000.0,2,True
103,1030.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
103,1030.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
103,1030.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
103,1030.0,0.0,13,R1,R3,True,4653710.954062209,500000.0,2,True
103,1030.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
103,1030.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
103,1030.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
104,1040.0,0.0,13,S1,R1,True,4455555.3400177555,375000.0,2,True
104,1040.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
104,1040.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
104,1040.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
104,1040.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
104,1040.0,0.0,13,R2,M1,True,4473164.684147675,1000000.0,2,True
104,1040.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
104,1040.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
104,1040.0,0.0,13,R3,A1,True,4526988.143155026,375000.0,2,True
104,1040.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
104,1040.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
104,1040.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
104,1040.0,0.0,13,R1,R3,True,4652125.8571641045,500000.0,2,True
104,1040.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
104,1040.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
104,1040.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
105,1050.0,0.0,13,S1,R1,True,4453929.18857366,375000.0,2,True
105,1050.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
105,1050.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
105,1050.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
105,1050.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
105,1050.0,0.0,13,R2,M1,True,4471557.749934156,1000000.0,2,True
105,1050.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
105,1050.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
105,1050.0,0.0,13,R3,A1,True,4525441.082657958,375000.0,2,True
105,1050.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
105,1050.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
105,1050.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
105,1050.0,0.0,13,R1,R3,True,4650539.017621142,500000.0,2,True
105,1050.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
105,1050.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
105,1050.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
106,1060.0,0.0,13,S1,R1,True,4452301.204135075,375000.0,2,True
106,1060.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
106,1060.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
106,1060.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
106,1060.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
106,1060.0,0.0,13,R2,M1,True,4469949.024502828,1000000.0,2,True
106,1060.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
106,1060.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
106,1060.0,0.0,13,R3,A1,True,4523892.363720228,375000.0,2,True
106,1060.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
106,1060.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
106,1060.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
106,1060.0,0.0,13,R1,R3,True,4648950.43161249,500000.0,2,True
106,1060.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
106,1060.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
106,1060.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
107,1070.0,0.0,13,S1,R1,True,4450671.382583207,375000.0,2,True
107,1070.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
107,1070.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
107,1070.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
107,1070.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
107,1070.0,0.0,13,R2,M1,True,4468338.503870852,1000000.0,2,True
107,1070.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
107,1070.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
107,1070.0,0.0,13,R3,A1,True,4522341.982800271,375000.0,2,True
107,1070.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
107,1070.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
107,1070.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
107,1070.0,0.0,13,R1,R3,True,4647360.095304755,500000.0,2,True
107,1070.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
107,1070.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
107,1070.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
108,1080.0,0.0,13,S1,R1,True,4449039.719785387,375000.0,2,True
108,1080.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
108,1080.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
108,1080.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
108,1080.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
108,1080.0,0.0,13,R2,M1,True,4466726.184042123,1000000.0,2,True
108,1080.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
108,1080.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
108,1080.0,0.0,13,R3,A1,True,4520789.936345213,375000.0,2,True
108,1080.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
108,1080.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
108,1080.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
108,1080.0,0.0,13,R1,R3,True,4645768.004851919,500000.0,2,True
108,1080.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
108,1080.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
108,1080.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
109,1090.0,0.0,13,S1,R1,True,4447406.211595038,375000.0,2,True
109,1090.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
109,1090.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
109,1090.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
109,1090.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
109,1090.0,0.0,13,R2,M1,True,4465112.061007198,1000000.0,2,True
109,1090.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
109,1090.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
109,1090.0,0.0,13,R3,A1,True,4519236.220790782,375000.0,2,True
109,1090.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
109,1090.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
109,1090.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
109,1090.0,0.0,13,R1,R3,True,4644174.156395306,500000.0,2,True
109,1090.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
109,1090.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
109,1090.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
110,1100.0,0.0,13,S1,R1,True,4445770.853851573,375000.0,2,True
110,1100.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
110,1100.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
110,1100.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
110,1100.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
110,1100.0,0.0,13,R2,M1,True,4463496.130743238,1000000.0,2,True
110,1100.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
110,1100.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
110,1100.0,0.0,13,R3,A1,True,4517680.832561301,375000.0,2,True
110,1100.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
110,1100.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
110,1100.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
110,1100.0,0.0,13,R1,R3,True,4642578.546063513,500000.0,2,True
110,1100.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
110,1100.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
110,1100.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
111,1110.0,0.0,13,S1,R1,True,4444133.642380357,375000.0,2,True
111,1110.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
111,1110.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
111,1110.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
111,1110.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
111,1110.0,0.0,13,R2,M1,True,4461878.389213932,1000000.0,2,True
111,1110.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
111,1110.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
111,1110.0,0.0,13,R3,A1,True,4516123.768069619,375000.0,2,True
111,1110.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
111,1110.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
111,1110.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
111,1110.0,0.0,13,R1,R3,True,4640981.169972349,500000.0,2,True
111,1110.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
111,1110.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
111,1110.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
112,1120.0,0.0,13,S1,R1,True,4442494.572992635,375000.0,2,True
112,1120.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
112,1120.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
112,1120.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
112,1120.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
112,1120.0,0.0,13,R2,M1,True,4460258.832369475,1000000.0,2,True
112,1120.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
112,1120.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
112,1120.0,0.0,13,R3,A1,True,4514565.023717063,375000.0,2,True
112,1120.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
112,1120.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
112,1120.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
112,1120.0,0.0,13,R1,R3,True,4639382.024224796,500000.0,2,True
112,1120.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
112,1120.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
112,1120.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
113,1130.0,0.0,13,S1,R1,True,4440853.6414854685,375000.0,2,True
113,1130.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
113,1130.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
113,1130.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
113,1130.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
113,1130.0,0.0,13,R2,M1,True,4458637.456146473,1000000.0,2,True
113,1130.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
113,1130.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
113,1130.0,0.0,13,R3,A1,True,4513004.595893378,375000.0,2,True
113,1130.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
113,1130.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
113,1130.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
113,1130.0,0.0,13,R1,R3,True,4637781.104910941,500000.0,2,True
113,1130.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
113,1130.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
113,1130.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
114,1140.0,0.0,13,S1,R1,True,4439210.843641693,375000.0,2,True
114,1140.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
114,1140.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
114,1140.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
114,1140.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
114,1140.0,0.0,13,R2,M1,True,4457014.2564678965,1000000.0,2,True
114,1140.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
114,1140.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
114,1140.0,0.0,13,R3,A1,True,4511442.480976719,375000.0,2,True
114,1140.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
114,1140.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
114,1140.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
114,1140.0,0.0,13,R1,R3,True,4636178.408107914,500000.0,2,True
114,1140.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
114,1140.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
114,1140.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
115,1150.0,0.0,13,S1,R1,True,4437566.175229811,375000.0,2,True
115,1150.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
115,1150.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
115,1150.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
115,1150.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
115,1150.0,0.0,13,R2,M1,True,4455389.229243022,1000000.0,2,True
115,1150.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
115,1150.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
115,1150.0,0.0,13,R3,A1,True,4509878.67533354,375000.0,2,True
115,1150.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
115,1150.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
115,1150.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
115,1150.0,0.0,13,R1,R3,True,4634573.929879837,500000.0,2,True
115,1150.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
115,1150.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
115,1150.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
116,1160.0,0.0,13,S1,R1,True,4435919.6320039565,375000.0,2,True
116,1160.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
116,1160.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
116,1160.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
116,1160.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
116,1160.0,0.0,13,R2,M1,True,4453762.37036736,1000000.0,2,True
116,1160.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
116,1160.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
116,1160.0,0.0,13,R3,A1,True,4508313.175318614,375000.0,2,True
116,1160.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
116,1160.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
116,1160.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
116,1160.0,0.0,13,R1,R3,True,4632967.666277783,500000.0,2,True
116,1160.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
116,1160.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
116,1160.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
117,1170.0,0.0,13,S1,R1,True,4434271.209703844,375000.0,2,True
117,1170.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
117,1170.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
117,1170.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
117,1170.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
117,1170.0,0.0,13,R2,M1,True,4452133.675722603,1000000.0,2,True
117,1170.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
117,1170.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
117,1170.0,0.0,13,R3,A1,True,4506745.9772749,375000.0,2,True
117,1170.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
117,1170.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
117,1170.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
117,1170.0,0.0,13,R1,R3,True,4631359.613339692,500000.0,2,True
117,1170.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
117,1170.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
117,1170.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
118,1180.0,0.0,13,S1,R1,True,4432620.904054658,375000.0,2,True
118,1180.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
118,1180.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
118,1180.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
118,1180.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
118,1180.0,0.0,13,R2,M1,True,4450503.141176563,1000000.0,2,True
118,1180.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
118,1180.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
118,1180.0,0.0,13,R3,A1,True,4505177.07753357,375000.0,2,True
118,1180.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
118,1180.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
118,1180.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
118,1180.0,0.0,13,R1,R3,True,4629749.76709032,500000.0,2,True
118,1180.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
118,1180.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
118,1180.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
119,1190.0,0.0,13,S1,R1,True,4430968.710767022,375000.0,2,True
119,1190.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
119,1190.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
119,1190.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
119,1190.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
119,1190.0,0.0,13,R2,M1,True,4448870.762583098,1000000.0,2,True
119,1190.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
119,1190.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
119,1190.0,0.0,13,R3,A1,True,4503606.47241392,375000.0,2,True
119,1190.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
119,1190.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
119,1190.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
119,1190.0,0.0,13,R1,R3,True,4628138.123541188,500000.0,2,True
119,1190.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
119,1190.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
119,1190.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
120,1200.0,0.0,13,S1,R1,True,4429314.625536934,375000.0,2,True
120,1200.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
120,1200.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
120,1200.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
120,1200.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
120,1200.0,0.0,13,R2,M1,True,4447236.535782074,1000000.0,2,True
120,1200.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
120,1200.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
120,1200.0,0.0,13,R3,A1,True,4502034.158223322,375000.0,2,True
120,1200.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
120,1200.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
120,1200.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
120,1200.0,0.0,13,R1,R3,True,4626524.678690517,500000.0,2,True
120,1200.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
120,1200.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
120,1200.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
121,1210.0,0.0,13,S1,R1,True,4427658.64404568,375000.0,2,True
121,1210.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
121,1210.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
121,1210.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
121,1210.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
121,1210.0,0.0,13,R2,M1,True,4445600.456599265,1000000.0,2,True
121,1210.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
121,1210.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
121,1210.0,0.0,13,R3,A1,True,4500460.131257164,375000.0,2,True
121,1210.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
121,1210.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
121,1210.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
121,1210.0,0.0,13,R1,R3,True,4624909.428523185,500000.0,2,True
121,1210.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
121,1210.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
121,1210.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
122,1220.0,0.0,13,S1,R1,True,4426000.761959768,375000.0,2,True
122,1220.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
122,1220.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
122,1220.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
122,1220.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
122,1220.0,0.0,13,R2,M1,True,4443962.520846335,1000000.0,2,True
122,1220.0,0.0,13,M1,R3,True,9260064.98486292,1000000.0,4,False
122,1220.0,0.0,13,M1,R4,True,9535269.066764606,1000000.0,3,False
122,1220.0,0.0,13,R3,A1,True,4498884.387798835,375000.0,2,True
122,1220.0,0.0,13,R3,A2,True,9535269.066764606,375000.0,3,False
122,1220.0,0.0,13,R4,A3,True,10321968.332108954,375000.0,1,False
122,1220.0,0.0,13,R4,A4,True,9260064.984862918,375000.0,4,False
122,1220.0,0.0,13,R1,R3,True,4623292.36901063,500000.0,2,True
122,1220.0,0.0,13,R2,R4,True,9421028.64854633,500000.0,4,False
122,1220.0,0.0,13,R1,R2,True,8696235.996662019,500000.0,3,False
122,1220.0,0.0,13,R3,R4,True,9482933.348104246,500000.0,1,False
123,1230.0,0.0,13,S1,R1,True,4424340.974930892,375000.0,2,True
123,1230.0,0.0,13,S2,R1,True,9535269.066764606,375000.0,3,False
123,1230.0,0.0,13,S3,R2,True,10321968.332108954,375000.0,1,False
123,1230.0,0.0,13,S4,R2,True,9260064.984862918,375000.0,4,False
123,1230.0,0.0,13,R1,M1,True,10321968.332108954,1000000.0,1,False
