Parameter,Value
network_capacity_type,MEDIUM
LINK_LENGTH_METERS,300.0
relay_connectivity_config,CROSS_ROW
ew_location,"(10000.0, 0.0)"
ew_power_W,100.0
BANDWIDTH_MHZ_RANGE,"(400, 1200)"
EW_JAMMER_BW_AREA_SELECTION,2
start_point,"(0.0, 0.0)"
end_point,"(10000.0, 0.0)"
step_size_m,10.0
FLIGHT_MARGIN_PAST_EW_M,0
logging_enabled,True
csv_output_enabled,True
csv_filename_prefix,swarm_log_detailed_
EW_JAMMER_ACTUAL_BW_AREA,2
All_Drones_Passed_EW_X,False

step,leader_pos_x,leader_pos_y,connected_drones_count,edge_u,edge_v,required_safety_capacity,bw_area,is_ew_susceptible,theoretical_cap,bpsk_cap,qpsk_cap,16qam_cap,64qam_cap
4,40.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
4,40.0,0.0,13,R1,R3,500000.0,2,True,4527790.27602676,500000.0,1000000.0,2000000.0,2999999.5686104633
4,40.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,S1,R1,250000.0,2,True,4327815.452317731,500000.0,1000000.0,2000000.0,0.0
5,50.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,R2,M1,1000000.0,2,True,4346413.850106199,500000.0,1000000.0,2000000.0,0.0
5,50.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,R3,A1,250000.0,2,True,4403281.908419269,500000.0,1000000.0,2000000.0,0.0
5,50.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
5,50.0,0.0,13,R1,R3,500000.0,2,True,4526395.425297817,500000.0,1000000.0,2000000.0,2999999.5575223505
5,50.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,S1,R1,250000.0,2,True,4326380.2328127865,500000.0,1000000.0,2000000.0,0.0
6,60.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,R2,M1,1000000.0,2,True,4344997.634590784,500000.0,1000000.0,2000000.0,0.0
6,60.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,R3,A1,250000.0,2,True,4401925.033137392,500000.0,1000000.0,2000000.0,0.0
6,60.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
6,60.0,0.0,13,R1,R3,500000.0,2,True,4524999.136810168,500000.0,1000000.0,2000000.0,2999999.5461589033
6,60.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,S1,R1,250000.0,2,True,4324943.497211126,500000.0,1000000.0,2000000.0,0.0
7,70.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,R2,M1,1000000.0,2,True,4343579.939344799,500000.0,1000000.0,2000000.0,0.0
7,70.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,R3,A1,250000.0,2,True,4400566.794278019,500000.0,1000000.0,2000000.0,0.0
7,70.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
7,70.0,0.0,13,R1,R3,500000.0,2,True,4523601.40778473,500000.0,1000000.0,2000000.0,2999999.5345135434
7,70.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,S1,R1,250000.0,2,True,4323505.242502094,500000.0,1000000.0,2000000.0,0.0
8,80.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,R2,M1,1000000.0,2,True,4342160.761463538,500000.0,1000000.0,2000000.0,0.0
8,80.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,R3,A1,250000.0,2,True,4399207.189282721,500000.0,1000000.0,2000000.0,0.0
8,80.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
8,80.0,0.0,13,R1,R3,500000.0,2,True,4522202.235434266,500000.0,1000000.0,2000000.0,2999999.522579541
8,80.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,S1,R1,250000.0,2,True,4322065.465665928,500000.0,1000000.0,2000000.0,0.0
9,90.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,R2,M1,1000000.0,2,True,4340740.098033581,500000.0,1000000.0,2000000.0,0.0
9,90.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,R3,A1,250000.0,2,True,4397846.215585732,500000.0,1000000.0,2000000.0,0.0
9,90.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
9,90.0,0.0,13,R1,R3,500000.0,2,True,4520801.616963272,500000.0,1000000.0,2000000.0,2999999.5103500145
9,90.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,S1,R1,250000.0,2,True,4320624.163673734,500000.0,1000000.0,2000000.0,0.0
10,100.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,R2,M1,1000000.0,2,True,4339317.9461328015,500000.0,1000000.0,2000000.0,0.0
10,100.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,R3,A1,250000.0,2,True,4396483.87061397,500000.0,1000000.0,2000000.0,0.0
10,100.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
10,100.0,0.0,13,R1,R3,500000.0,2,True,4519399.549568031,500000.0,1000000.0,2000000.0,2999999.497817924
10,100.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,S1,R1,250000.0,2,True,4319181.3334874455,500000.0,1000000.0,2000000.0,0.0
11,110.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,R2,M1,1000000.0,2,True,4337894.302830305,500000.0,1000000.0,2000000.0,0.0
11,110.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,R3,A1,250000.0,2,True,4395120.151786968,500000.0,1000000.0,2000000.0,0.0
11,110.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
11,110.0,0.0,13,R1,R3,500000.0,2,True,4517996.030436527,500000.0,1000000.0,2000000.0,2999999.4849760677
11,110.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,S1,R1,250000.0,2,True,4317736.972059775,500000.0,1000000.0,2000000.0,0.0
12,120.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,R2,M1,1000000.0,2,True,4336469.165186407,500000.0,1000000.0,2000000.0,0.0
12,120.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,R3,A1,250000.0,2,True,4393755.056516857,500000.0,1000000.0,2000000.0,0.0
12,120.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
12,120.0,0.0,13,R1,R3,500000.0,2,True,4516591.056748413,500000.0,1000000.0,2000000.0,2999999.471817083
12,120.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,S1,R1,250000.0,2,True,4316291.076334196,500000.0,1000000.0,2000000.0,0.0
13,130.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,R2,M1,1000000.0,2,True,4335042.5302525805,500000.0,1000000.0,2000000.0,0.0
13,130.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,R3,A1,250000.0,2,True,4392388.582208358,500000.0,1000000.0,2000000.0,0.0
13,130.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
13,130.0,0.0,13,R1,R3,500000.0,2,True,4515184.625675017,500000.0,1000000.0,2000000.0,2999999.458333438
13,130.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,S1,R1,250000.0,2,True,4314843.643244891,500000.0,1000000.0,2000000.0,0.0
14,140.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,R2,M1,1000000.0,2,True,4333614.395071454,500000.0,1000000.0,2000000.0,0.0
14,140.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,R3,A1,250000.0,2,True,4391020.7262587305,500000.0,1000000.0,2000000.0,0.0
14,140.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
14,140.0,0.0,13,R1,R3,500000.0,2,True,4513776.734379264,500000.0,1000000.0,2000000.0,2999999.4445174285
14,140.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,S1,R1,250000.0,2,True,4313394.669716717,500000.0,1000000.0,2000000.0,0.0
15,150.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,R2,M1,1000000.0,2,True,4332184.7566767465,500000.0,1000000.0,2000000.0,0.0
15,150.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,R3,A1,250000.0,2,True,4389651.486057746,500000.0,1000000.0,2000000.0,0.0
15,150.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
15,150.0,0.0,13,R1,R3,500000.0,2,True,4512367.380015664,500000.0,1000000.0,2000000.0,2999999.4303611787
15,150.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,S1,R1,250000.0,2,True,4311944.152665178,500000.0,1000000.0,2000000.0,0.0
16,160.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,S4,R2,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,R1,M1,1000000.0,1,False,7563386.262757886,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,R2,M1,1000000.0,2,True,4330753.6120932335,500000.0,1000000.0,2000000.0,0.0
16,160.0,0.0,13,M1,R3,1000000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,M1,R4,1000000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,R3,A1,250000.0,2,True,4388280.858987677,500000.0,1000000.0,2000000.0,0.0
16,160.0,0.0,13,R3,A2,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,R4,A3,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,R4,A4,250000.0,4,False,6501549.146307063,500000.0,1000000.0,2000000.0,3000000.0
16,160.0,0.0,13,R1,R3,500000.0,2,True,4510956.559730294,500000.0,1000000.0,2000000.0,2999999.4158566305
16,160.0,0.0,13,R2,R4,500000.0,4,False,6662495.620293607,500000.0,1000000.0,2000000.0,3000000.0
17,170.0,0.0,13,S1,R1,250000.0,2,True,4310492.088996368,500000.0,1000000.0,2000000.0,0.0
17,170.0,0.0,13,S2,R1,250000.0,3,False,6776725.967414709,500000.0,1000000.0,2000000.0,3000000.0
17,170.0,0.0,13,S3,R2,250000.0,1,False,7563386.262757883,500000.0,1000000.0,2000000.0,3000000.0
